Precinct,Total.x,Trump,Clinton,trump_pct,clinton_pct,Total.y,Jones,Moore,jones_pct,moore_pct,change_dem
FORREST,228,197,23,0.8640350877192983,0.10087719298245613,132,22,110,0.16666666666666666,0.8333333333333334,0.06578947368421052
FORT PAYNE SENIOR CITIZEN 1,607,464,121,0.7644151565074135,0.19934102141680396,288,78,200,0.2708333333333333,0.6944444444444444,0.07149231191652936
FORT PAYNE SENIOR CITIZEN 2,305,207,85,0.6786885245901639,0.2786885245901639,180,82,97,0.45555555555555555,0.5388888888888889,0.17686703096539164
FOSTERS FIRE DEPT,1030,589,401,0.5718446601941748,0.38932038834951455,698,347,342,0.497134670487106,0.4899713467048711,0.10781428213759148
FOUR MILE METHODIST CH,464,368,81,0.7931034482758621,0.17456896551724138,256,83,171,0.32421875,0.66796875,0.14964978448275862
FOURMILE VOL FIRERESCUE,648,581,44,0.8966049382716049,0.06790123456790123,418,77,335,0.18421052631578946,0.8014354066985646,0.11630929174788823
FRANK BROWN REC CTR,4861,2317,2033,0.4766508948775972,0.41822670232462456,3009,2097,833,0.6969092721834497,0.2768361581920904,0.2786825698588251
FRANKFORT PRCT3,209,177,25,0.84688995215311,0.11961722488038277,109,21,88,0.1926605504587156,0.8073394495412844,0.07304332557833283
FRANKLIN FIRE STATION,179,136,43,0.7597765363128491,0.24022346368715083,118,30,88,0.2542372881355932,0.7457627118644068,0.014013824448442375
FRANKLIN TOWN HALL,716,162,541,0.22625698324022347,0.755586592178771,565,472,92,0.8353982300884956,0.16283185840707964,0.07981163790972456
FRANKVILLE FIRE HOUSE,353,232,110,0.6572237960339944,0.311614730878187,262,98,159,0.37404580152671757,0.6068702290076335,0.062431070648530596
FREDONIA,348,266,68,0.764367816091954,0.19540229885057472,213,79,133,0.37089201877934275,0.6244131455399061,0.17548971992876802
FREEMAN TABERNACLE 261,204,27,168,0.1323529411764706,0.8235294117647058,162,155,7,0.9567901234567902,0.043209876543209874,0.1332607116920843
FRIENDSHIP BAPTIST CHURCH,907,776,96,0.8555678059536935,0.10584343991179714,532,124,406,0.23308270676691728,0.7631578947368421,0.12723926685512016
FRIENDSHIP COMM CENTER,1544,1228,266,0.7953367875647669,0.172279792746114,921,276,633,0.2996742671009772,0.6872964169381107,0.12739447435486323
FRIENDSHIP COMMUNITY CTR,595,436,141,0.7327731092436974,0.23697478991596638,341,129,200,0.3782991202346041,0.5865102639296188,0.14132433031863773
FRIENDSHIP METHODIST CH,1045,919,80,0.8794258373205741,0.07655502392344497,582,85,491,0.14604810996563575,0.8436426116838488,0.06949308604219077
FRIENDSHIP OLD SCHOOL,127,117,9,0.9212598425196851,0.07086614173228346,83,10,71,0.12048192771084337,0.8554216867469879,0.04961578597855991
FRIENDSHIP UNITED METH CH,1962,1461,417,0.7446483180428135,0.21253822629969418,1238,425,788,0.3432956381260097,0.6365105008077544,0.13075741182631553
FRIENDSHIP VFD,1114,988,94,0.8868940754039497,0.0843806104129264,693,122,558,0.17604617604617603,0.8051948051948052,0.09166556563324964
FRISCO BAPTIST CHURCH,673,324,334,0.4814264487369985,0.4962852897473997,408,219,186,0.5367647058823529,0.45588235294117646,0.040479416134953206
FRUITDALE FIRE HOUSE,419,362,49,0.863961813842482,0.11694510739856802,282,45,230,0.1595744680851064,0.8156028368794326,0.04262936068653837
FRUITHURST CITY HALL,305,265,34,0.8688524590163934,0.11147540983606558,118,27,87,0.2288135593220339,0.7372881355932204,0.11733814948596832
FT DEPOSIT ARMORY,813,185,613,0.22755227552275523,0.7539975399753998,584,483,97,0.827054794520548,0.1660958904109589,0.07305725454514822
FT MITCHELL COMM CENTER,1678,736,871,0.43861740166865315,0.5190703218116806,994,750,241,0.7545271629778671,0.24245472837022133,0.2354568411661866
FT MORGAN VFD 1,402,305,79,0.7587064676616916,0.19651741293532338,305,108,193,0.3540983606557377,0.6327868852459017,0.1575809477204143
FULTON FIRE STATION,706,514,180,0.7280453257790368,0.254957507082153,416,141,274,0.3389423076923077,0.6586538461538461,0.08398480061015473
FURMAN TATES CHAPEL DIST 1,71,21,50,0.29577464788732394,0.704225352112676,50,35,14,0.7,0.28,-0.004225352112676051
FURMAN TATES CHAPEL DIST 2,30,3,27,0.1,0.9,22,21,1,0.9545454545454546,0.045454545454545456,0.054545454545454564
GADSDEN CONVENTION HALL,1352,481,799,0.3557692307692308,0.5909763313609467,1018,755,244,0.7416502946954814,0.23968565815324164,0.15067396333453464
GAINESVILLE COMMUNITY CTR,354,27,319,0.07627118644067797,0.9011299435028248,289,270,17,0.9342560553633218,0.058823529411764705,0.033126111860496965
GALLANT COMMUNITY CENTER,478,428,41,0.895397489539749,0.08577405857740586,370,41,327,0.11081081081081082,0.8837837837837837,0.025036752233404957
GALLANT VFD,141,128,10,0.9078014184397163,0.07092198581560284,107,13,90,0.12149532710280374,0.8411214953271028,0.050573341287200896
GALLION VFD,311,147,156,0.47266881028938906,0.5016077170418006,237,133,101,0.5611814345991561,0.42616033755274263,0.05957371755735552
GALLOWAY RD COMM CTR,730,98,616,0.13424657534246576,0.8438356164383561,492,438,54,0.8902439024390244,0.10975609756097561,0.046408286000668264
GANTT CITY HALL,599,502,84,0.8380634390651085,0.14023372287145242,384,89,292,0.23177083333333334,0.7604166666666666,0.09153711046188093
GARDEN CITY TOWN HALL,526,464,44,0.8821292775665399,0.08365019011406843,303,49,249,0.1617161716171617,0.8217821782178217,0.07806598150309327
GARLANDVOTING HOUSE,266,185,80,0.6954887218045113,0.3007518796992481,163,61,102,0.37423312883435583,0.6257668711656442,0.07348124913510773
GARTH BAPTIST CHURCH,120,99,17,0.825,0.14166666666666666,57,10,47,0.17543859649122806,0.8245614035087719,0.0337719298245614
GATESWOOD VFD,247,231,13,0.9352226720647774,0.05263157894736842,158,25,132,0.15822784810126583,0.8354430379746836,0.10559626915389742
GATMAN PARK  REC CTR,1108,786,287,0.7093862815884476,0.25902527075812276,701,276,414,0.39372325249643364,0.5905848787446505,0.13469798173831088
GAYLESVILLE CITY HALL,363,329,26,0.90633608815427,0.07162534435261708,182,28,149,0.15384615384615385,0.8186813186813187,0.08222080949353677
GEES BEND FERRY TERMINAL,211,17,192,0.08056872037914692,0.909952606635071,164,154,10,0.9390243902439024,0.06097560975609756,0.029071783608831336
GEIGER TOWN HALL,181,30,147,0.16574585635359115,0.8121546961325967,155,136,19,0.8774193548387097,0.12258064516129032,0.06526465870611298
GENEVA CITY HALL,144,87,49,0.6041666666666666,0.3402777777777778,89,48,40,0.5393258426966292,0.449438202247191,0.1990480649188514
GENEVA COMMUNITY CENTER,602,423,153,0.7026578073089701,0.2541528239202658,361,121,231,0.33518005540166207,0.6398891966759003,0.08102723148139629
GENEVA COUNTY COURTHOUSE,460,393,54,0.8543478260869565,0.11739130434782609,282,61,214,0.21631205673758866,0.7588652482269503,0.09892075238976257
GENEVA FARM CENTER,385,344,30,0.8935064935064935,0.07792207792207792,239,28,206,0.11715481171548117,0.8619246861924686,0.03923273379340325
GENEVA NATIONAL GUARD,270,219,43,0.8111111111111111,0.15925925925925927,165,42,117,0.2545454545454545,0.7090909090909091,0.09528619528619525
GEORGE WALLACE SENIOR CTR,2561,2143,304,0.8367825068332683,0.11870363139398672,1462,405,1025,0.2770177838577291,0.70109439124487,0.15831415246374242
GEORGES CREEK VCPEA RIDG,212,196,8,0.9245283018867925,0.03773584905660377,105,11,90,0.10476190476190476,0.8571428571428571,0.06702605570530099
GEORGIA MOUNTAIN REC,571,466,83,0.8161120840630472,0.14535901926444833,329,102,220,0.3100303951367781,0.668693009118541,0.16467137587232977
GERALDINE 1ST BAPTIST,899,752,118,0.8364849833147943,0.13125695216907676,455,104,347,0.22857142857142856,0.7626373626373626,0.0973144764023518
GILBERTOWN,357,295,55,0.8263305322128851,0.15406162464985995,191,46,143,0.24083769633507854,0.7486910994764397,0.08677607168521859
GILMORE VOTING HOUSE,223,210,8,0.9417040358744395,0.03587443946188341,161,14,147,0.08695652173913043,0.9130434782608695,0.051082082277247025
GILPINLAWRENCE MILL COMM,391,346,36,0.8849104859335039,0.09207161125319693,213,22,188,0.10328638497652583,0.8826291079812206,0.011214773723328894
GLENWOOD CITY HALL,190,140,45,0.7368421052631579,0.23684210526315788,134,43,88,0.3208955223880597,0.6567164179104478,0.0840534171249018
GLENWOOD MEADOWS MTG RM,1274,732,471,0.5745682888540031,0.36970172684458397,761,422,324,0.5545335085413929,0.42575558475689884,0.18483178169680897
GLENWOOD SCHOOL,3318,2475,713,0.7459312839059674,0.21488848704038577,1760,661,1080,0.3755681818181818,0.6136363636363636,0.16067969477779603
GODS CONGREGATION CHURCH,207,31,170,0.1497584541062802,0.821256038647343,125,106,19,0.848,0.152,0.026743961352656997
GODS COVENANT MINISTRY,601,377,205,0.627287853577371,0.3410981697171381,330,169,156,0.5121212121212121,0.4727272727272727,0.171023042404074
GOLD RIDGE COMMUNITY CTR,974,868,82,0.891170431211499,0.08418891170431211,540,90,439,0.16666666666666666,0.812962962962963,0.08247775496235454
GOLDENSATELLITE BLDG,368,203,147,0.5516304347826086,0.39945652173913043,235,116,116,0.49361702127659574,0.49361702127659574,0.0941604995374653
GOOD HOPE CHURCH,76,49,27,0.6447368421052632,0.35526315789473684,58,26,30,0.4482758620689655,0.5172413793103449,0.09301270417422869
GOOD HOPE CITY  HALL,1233,1084,116,0.8791565287915653,0.09407948094079481,614,118,487,0.19218241042345277,0.7931596091205212,0.09810292948265796
GOODWAY FIRE DEPT,287,265,20,0.9233449477351916,0.06968641114982578,191,16,172,0.08376963350785341,0.900523560209424,0.014083222358027628
GORDO,1538,1135,372,0.7379713914174252,0.24187256176853056,895,325,558,0.36312849162011174,0.623463687150838,0.12125592985158118
GORDON CITY HALL,257,93,154,0.36186770428015563,0.5992217898832685,126,89,37,0.7063492063492064,0.29365079365079366,0.10712741646593793
GOSHEN METHODIST CHURCH,330,294,29,0.8909090909090909,0.08787878787878788,188,32,151,0.1702127659574468,0.8031914893617021,0.08233397807865893
GOSHEN TOWN HALL,351,277,59,0.7891737891737892,0.16809116809116809,231,59,169,0.2554112554112554,0.7316017316017316,0.08732008732008734
GOSPORT FIRE DEPT,139,25,113,0.17985611510791366,0.8129496402877698,110,94,16,0.8545454545454545,0.14545454545454545,0.04159581425768466
GRACE LIFE CHURCH,1524,989,468,0.6489501312335958,0.30708661417322836,958,488,453,0.5093945720250522,0.47286012526096033,0.20230795785182387
GRACE UNITED METHODIST,2982,1203,1520,0.403420523138833,0.5097250167672703,2197,1584,537,0.7209831588529814,0.24442421483841603,0.21125814208571103
GRADY RICHARDS CTR,426,227,161,0.5328638497652582,0.3779342723004695,319,205,109,0.6426332288401254,0.34169278996865204,0.2646989565396559
GRAHAM,228,199,23,0.8728070175438597,0.10087719298245613,84,21,62,0.25,0.7380952380952381,0.14912280701754388
GRAND BAY MIDDLE SCHOOL 1,629,545,68,0.8664546899841018,0.10810810810810811,545,115,423,0.21100917431192662,0.7761467889908257,0.1029010662038185
GRAND BAY MIDDLE SCHOOL 2,849,712,120,0.8386336866902238,0.1413427561837456,237,65,167,0.2742616033755274,0.7046413502109705,0.13291884719178182
GRANDVIEW COMMUNITY CTR,396,352,28,0.8888888888888888,0.0707070707070707,214,31,180,0.14485981308411214,0.8411214953271028,0.07415274237704143
GRANT CITY HALL,437,363,53,0.8306636155606407,0.12128146453089245,231,67,153,0.29004329004329005,0.6623376623376623,0.1687618255123976
GREENE COUNTY COURTHOUSE,196,24,171,0.12244897959183673,0.8724489795918368,176,159,17,0.9034090909090909,0.09659090909090909,0.03096011131725418
GREENPOND FIRE DEPT,1707,1528,116,0.8951376684241359,0.06795547744581136,945,140,785,0.14814814814814814,0.8306878306878307,0.08019267070233678
GREENS CROSSROADS,131,73,54,0.5572519083969466,0.4122137404580153,87,39,48,0.4482758620689655,0.5517241379310345,0.03606212161095024
GREENSBORO ARMORY,2666,691,1936,0.2591897974493623,0.7261815453863466,1969,1592,365,0.808532249873032,0.18537328593194516,0.08235070448668536
GREENVILLE POLICE DEPART,1233,580,634,0.47039740470397406,0.5141930251419302,869,507,349,0.5834292289988493,0.4016110471806674,0.06923620385691909
GREYSTONE FARMS CLUBHOUSE,1237,950,217,0.7679870654810024,0.17542441390460792,903,330,543,0.3654485049833887,0.6013289036544851,0.1900240910787808
GRIMES COMMUNITY CTR,730,530,179,0.726027397260274,0.2452054794520548,390,136,251,0.3487179487179487,0.6435897435897436,0.10351246926589391
GROCERY STORE,199,46,151,0.23115577889447236,0.7587939698492462,136,121,15,0.8897058823529411,0.11029411764705882,0.13091191250369494
GROVE HILL CITY HALL,463,337,106,0.7278617710583153,0.22894168466522677,311,102,207,0.3279742765273312,0.6655948553054662,0.09903259186210442
GROVE HILL OLD ENGINEERS,516,320,192,0.6201550387596899,0.37209302325581395,362,141,219,0.38950276243093923,0.6049723756906077,0.017409739175125283
GROVE HILLNATIONAL GUARD,313,92,214,0.2939297124600639,0.6837060702875399,227,182,45,0.801762114537445,0.19823788546255505,0.11805604424990501
GROVE OAK CLUB HOUSE,954,784,120,0.8218029350104822,0.12578616352201258,280,64,213,0.22857142857142856,0.7607142857142857,0.10278526504941599
GUERRYTONSEHOY PLANT RD,76,4,72,0.05263157894736842,0.9473684210526315,53,53,0,1,0,0.052631578947368474
GUIN CITY HALL,1347,1137,176,0.844097995545657,0.13066072754268745,726,145,569,0.19972451790633608,0.7837465564738292,0.069063790363648625
GUIN MT OLIVE,108,97,8,0.8981481481481481,0.07407407407407407,58,5,52,0.08620689655172414,0.896551724137931,0.012132822477650074
GUM POND FIRE DEPT,242,207,30,0.8553719008264463,0.12396694214876033,146,29,115,0.19863013698630136,0.7876712328767124,0.07466319483754102
GUM SPRINGS CHURCH,429,388,22,0.9044289044289044,0.05128205128205128,282,38,241,0.1347517730496454,0.8546099290780141,0.08346972176759411
GUNTERSVILLE REC CTR,3584,2690,735,0.7505580357142857,0.205078125,2251,867,1334,0.38516215015548644,0.5926254997778765,0.18008402515548644
GURLEY SENIOR CENTER,1072,825,192,0.769589552238806,0.1791044776119403,654,190,448,0.290519877675841,0.6850152905198776,0.11141540006390069
GW WATTS,80,11,69,0.1375,0.8625,53,45,8,0.8490566037735849,0.1509433962264151,-0.013443396226415105
HACKLEBURG CITY HALL,721,637,62,0.883495145631068,0.08599167822468794,283,52,230,0.18374558303886926,0.8127208480565371,0.09775390481418132
HACKNEYVILLE COMMUNITY CT,701,654,35,0.9329529243937232,0.04992867332382311,427,43,376,0.10070257611241218,0.8805620608899297,0.05077390278858907
HACODA COMMUNITY CTR,117,109,5,0.9316239316239316,0.042735042735042736,78,4,68,0.05128205128205128,0.8717948717948718,0.008547008547008544
HALEBURG CITY HALL,257,204,44,0.7937743190661478,0.17120622568093385,154,36,116,0.23376623376623376,0.7532467532467533,0.0625600080852999
HALLTOWN PRCT 14,511,430,59,0.8414872798434442,0.11545988258317025,235,45,187,0.19148936170212766,0.7957446808510639,0.07602947911895741
HALSELL,74,17,56,0.22972972972972974,0.7567567567567568,51,44,7,0.8627450980392157,0.13725490196078433,0.10598834128245893
HAMBRICK COMMUNITY,18,17,1,0.9444444444444444,0.05555555555555555,12,7,4,0.5833333333333334,0.3333333333333333,0.5277777777777778
HAMBURG VFD,223,77,141,0.3452914798206278,0.6322869955156951,178,130,48,0.7303370786516854,0.2696629213483146,0.09805008313599028
HAMILTON CROSS ROADS,212,180,21,0.8490566037735849,0.09905660377358491,138,19,117,0.13768115942028986,0.8478260869565217,0.038624555646704944
HAMMONDVILLE FIRE STATION,419,320,72,0.7637231503579952,0.1718377088305489,213,72,139,0.3380281690140845,0.6525821596244131,0.1661904601835356
HAMPTON COVE CHURCH,1762,1264,376,0.717366628830874,0.2133938706015891,1355,573,711,0.4228782287822878,0.5247232472324723,0.20948435818069872
HANCEVILLE CITY HALL,1199,1017,143,0.8482068390325271,0.11926605504587157,617,115,498,0.18638573743922204,0.807131280388979,0.06711968239335048
HANCEVILLE CIVIC CENTER,858,746,85,0.8694638694638694,0.09906759906759907,478,95,372,0.19874476987447698,0.7782426778242678,0.09967717080687791
HANOVER BOX 3,228,187,33,0.8201754385964912,0.14473684210526316,148,34,113,0.22972972972972974,0.7635135135135135,0.08499288762446658
HARBIN FARM CENTER,530,192,333,0.3622641509433962,0.6283018867924528,336,252,81,0.75,0.24107142857142858,0.1216981132075472
HARLAN SCHOOL,812,436,315,0.5369458128078818,0.3879310344827586,532,322,205,0.6052631578947368,0.38533834586466165,0.21733212341197822
HARMONY,340,319,14,0.9382352941176471,0.041176470588235294,178,23,154,0.12921348314606743,0.8651685393258427,0.08803701255783214
HAROLD HARBIN GYM,1691,1349,263,0.797752808988764,0.15552927261975164,1038,296,678,0.28516377649325625,0.653179190751445,0.12963450387350461
HARPERSVILLE CITY HALL,883,622,252,0.7044167610419027,0.2853907134767837,568,241,323,0.4242957746478873,0.5686619718309859,0.13890506117110363
HARRISON  VOTING HOUSE,230,205,24,0.8913043478260869,0.10434782608695652,126,20,103,0.15873015873015872,0.8174603174603174,0.054382332643202205
HARVEST BAPTIST CHURCH,2241,1103,986,0.4921909861668898,0.43998215082552433,1594,1011,540,0.6342534504391468,0.33877038895859474,0.1942712996136225
HATCHECHUBBEE FIRE,195,91,100,0.4666666666666667,0.5128205128205128,128,76,52,0.59375,0.40625,0.08092948717948723
HATTON BAPTIST CHURCH,805,414,357,0.5142857142857142,0.4434782608695652,532,315,215,0.5921052631578947,0.4041353383458647,0.14862700228832948
HATTON CHURCH OF CHRIST,772,610,141,0.7901554404145078,0.18264248704663213,434,129,304,0.29723502304147464,0.7004608294930875,0.11459253599484251
HAVANA,217,111,102,0.511520737327189,0.4700460829493088,147,84,60,0.5714285714285714,0.40816326530612246,0.10138248847926262
HAYDEN,2674,2418,192,0.9042632759910246,0.07180254300673149,1480,227,1235,0.15337837837837837,0.8344594594594594,0.08157583537164688
HAYNEVILLE CH ANNEX,807,156,633,0.19330855018587362,0.7843866171003717,604,494,106,0.8178807947019867,0.17549668874172186,0.033494177601614994
HEADLAND VOTING CENTER,2399,1833,496,0.7640683618174239,0.20675281367236348,1544,500,1029,0.3238341968911917,0.6664507772020726,0.11708138321882822
HEALTH DEPARTMENT,1208,749,415,0.6200331125827815,0.3435430463576159,802,367,431,0.45760598503740646,0.5374064837905237,0.11406293867979056
HEALTH DEPARTMENT,1208,749,415,0.6200331125827815,0.3435430463576159,195,155,38,0.7948717948717948,0.19487179487179487,0.4513287485141789
HEALTH DEPARTMENT,289,73,211,0.25259515570934254,0.7301038062283737,802,367,431,0.45760598503740646,0.5374064837905237,-0.2724978211909672
HEALTH DEPARTMENT,289,73,211,0.25259515570934254,0.7301038062283737,195,155,38,0.7948717948717948,0.19487179487179487,0.06476798864342115
HEATH CITY HALL,431,384,37,0.8909512761020881,0.08584686774941995,270,43,224,0.15925925925925927,0.8296296296296296,0.07341239150983932
HEBRON COMM CTR,296,233,51,0.7871621621621622,0.17229729729729729,166,51,110,0.3072289156626506,0.6626506024096386,0.1349316183653533
HEFLIN RECREATIONAL CTR,1529,1236,241,0.8083714846304775,0.15761935905820798,802,235,555,0.29301745635910226,0.6920199501246883,0.13539809730089428
